"11.05","114.27"
"9.73","115.86"
"21.65","121.03"
"21.65","121.03"
"18.99","109.78"
"9.95","114.66"
"9.73","115.86"
"24.81","119.92"
"24.81","119.92"
"9.73","115.86"
"5.55","108.23"
"15.15","117.76"
"9.73","115.86"
"11.05","114.28"
"9.79","116.03"
"9.73","115.86"
"11.05","114.28"
"9.72","116.47"
"9.72","116.47"
"16.67","112.33"
"16.67","112.33"
"26.43","119.72"
"10.10","115.53"
"10.04","115.68"
"9.90","115.73"
"9.76","115.68"
"9.70","115.53"
"9.76","115.39"
"9.90","115.33"
"10.04","115.39"
"26.17","120.22"
"9.73","115.86"
"12.00","113.00"
"12.00","113.00"
"9.73","115.86"
"11.05","114.28"
"9.72","116.47"
"11.05","114.28"
"12.88","111.07"
"8.82","108.83"
"19.00","109.50"
"12.88","111.07"
"10.72","115.83"
"12.00","113.00"
"10.88","114.92"
"10.00","114.67"
"10.21","114.22"
"12.88","111.07"
"24.81","119.92"
"24.81","119.92"
"19.00","109.50"
"16.67","112.33"
"14.59","120.97"
"9.73","115.86"
"9.73","115.86"
"10.62","116.17"
"21.90","120.86"
"22.62","120.27"
"16.05","114.48"
"16.67","112.33"
"9.73","115.86"
"9.73","115.86"
"9.73","115.86"
"9.73","115.86"
"9.73","115.86"
"23.60","117.18"
"15.11","117.83"
"9.73","115.86"
"9.73","115.86"
"9.73","115.86"
"15.15","117.76"
"10.99","114.22"
"9.85","116.08"
"9.81","115.79"
"15.15","117.76"
"15.15","117.76"
"24.81","119.92"
"9.73","115.86"
"9.73","115.86"
"9.79","115.86"
"16.67","112.33"
"10.00","114.67"
"9.73","115.86"
"13.45","120.46"
"15.17","117.76"
"15.16","117.78"
"15.15","117.78"
"15.14","117.78"
"15.13","117.76"
"15.14","117.75"
"15.15","117.75"
"15.16","117.75"
"15.18","117.76"
"15.17","117.79"
"15.15","117.80"
"15.13","117.79"
"15.12","117.76"
"15.13","117.74"
"15.15","117.73"
"15.17","117.74"
"9.73","115.86"
"4.29","108.21"
"12.00","113.00"
"12.00","113.00"
"9.73","115.86"
"9.73","115.86"
"10.72","115.83"
"12.00","113.00"
"11.05","114.28"
"12.88","111.07"
"22.75","121.22"
"24.81","119.92"
"24.81","119.92"
"16.78","116.68"
"24.81","119.92"
"12.27","122.16"
"9.73","115.86"
"12.00","113.00"
"12.27","122.16"
"12.88","111.07"
"12.88","111.07"
"7.51","109.65"
"12.88","111.07"
"16.12","108.22"
"2.05","103.51"
"24.81","119.92"
"12.88","111.07"
"12.88","111.07"
"17.82","133.51"
"12.00","113.00"
"11.33","116.83"
"39.46","133.93"
"16.67","112.33"
"9.73","115.86"
"12.00","113.00"
"24.81","119.92"
"12.00","113.00"
"12.00","113.00"
"16.58","111.70"
"9.73","115.86"
"17.82","133.51"
"24.81","119.92"
"15.15","117.76"
"9.73","115.86"
"11.05","114.28"
"0.34","9.73"
"24.81","119.92"
"12","113.00"
"15.15","117.76"
"12.00","113.00"
"24.81","119.92"
"15.15","117.76"
"9.95","114.66"
"10.68","103.28"
"15.15","117.76"
"12.00","113.00"
